pressure,temperature,vibration,flow_rate,y,pressure_rolling_mean,temperature_rolling_mean,pressure_diff,temperature_diff
0.40192066599961923,0.3400328350870989,0.20480624137005624,0.39096526194046743,3979.954557225101,9959.125822290658,104.61924319543516,4871.562720725332,39.482941546968135
0.4254011823583254,0.43919473895628824,0.03305989367560991,0.31489846680307354,4137.945461399689,9415.91693522859,97.55132873142188,422.1522786195492,23.02492173600544
0.8147940833205383,0.4800900076452005,0.24023201123647592,0.23881802965366336,6935.155060954568,10117.196780995208,104.24711280475256,7000.82987563958,9.495686591266493
0.47508799432803267,0.03736859038241,0.05074390242201174,0.8523745132707106,4552.956417301658,10119.636784473836,100.76165534164532,-6107.518988863634,-102.79780425329672
0.6883747620968625,0.1278418130541554,0.04851862907270835,0.29477138053602725,6012.255565000076,10736.448819722124,99.34602695754864,3834.647144785844,21.007451349150458
0.3936521715870965,0.17223368956878918,0.6400598999199554,0.4021658615221433,3926.289695542598,10820.784997829547,97.3668131898412,-5298.768189065899,10.307582272847467
0.07997687480732235,0.5898499242630025,0.29177690577911025,0.6874754966516389,1720.5354395576353,10794.802289769435,96.46156260793518,-5639.515726967647,96.9685004455345
0.05476458806570228,0.20439101270613938,0.356159950486657,0.15111655151915468,1447.395203160296,10175.674029127456,97.2004783748842,-453.28748885191953,-89.50172318948607
0.4609301732683713,0.13840170555252132,0.630466869190486,0.3926984659367544,4406.94962709404,9511.792048539834,96.64553011723032,7302.383161883621,-15.322402791193
0.4526175393288601,0.42190216519895907,0.029934601451318484,0.4768752804657277,4355.644826353965,10090.095381724124,102.49479111993304,-149.4514560619391,65.82745631923049
0.3681497762587898,0.12042965981500933,0.1889436173435808,0.10538503392627643,3686.147591806269,10029.379263571916,97.3957099946974,-1518.631792639639,-70.00047973241546
0.07184054583853089,0.19553192619353674,0.3026117924212607,0.40459801047570887,1604.084800538223,9393.718505278295,91.7379755473655,-5327.294122794561,17.43838851504256
0.5252861594312481,0.8857458058117779,0.02374387331871599,0.35499174577530124,4882.410677983388,8873.217048320503,101.15710995291651,8152.422888997848,160.26437512009613
0.4631001379116037,0.08370618143335568,0.03598889457480133,0.385495080618414,4402.594986081776,8851.66428165793,102.23304674492336,-1118.0320859114472,-186.2297803887388
0.33744631137851894,0.15877917708226078,0.25319306537528835,0.12436573799994585,3471.575271345206,8220.735886217226,102.95139760112022,-2259.1091429954413,17.431591991050865
0.4685732137225929,0.7241370597152696,0.3283339914331694,0.07332349895465315,4435.702692621862,8355.43517549552,115.76633096527148,2357.508658124074,131.27340735239142
0.34192250056127826,0.1693101146900087,0.23180643030161707,0.3425747243257694,3534.4627594119474,8826.382837366058,106.00159690463248,-2277.03200104522,-128.82817380236787
0.40890562140788106,0.8124559502654769,0.22798081863714748,0.4134130267778937,4055.9336920051655,9463.087081404754,120.12057511241468,1204.2783328296464,149.33539949472564
0.1250220009610058,0.16052005536962552,0.026407257137632763,0.28892969178569894,1960.9684545465627,8859.163393440782,120.63415265943338,-5103.896158143041,-151.37640939882806
0.43341487254300987,0.15493845741771348,0.24199259919438093,0.3836564621546593,4197.84509711902,8824.639239817503,114.43538252879364,5544.543887345002,-1.2960204573538192
0.4475983895288885,0.7824153878763299,0.7360888071832199,0.07351197556877917,4298.845646190506,8967.478573556004,129.80637580769576,255.00308097814195,145.6971543630032
0.018822512461234814,0.8682302786528263,0.7049768325389445,0.34636680741756687,1256.926993554274,8872.158337594266,145.4261111223255,-7708.889819796925,19.92580887231844
0.70896661588678,0.45703990310441434,0.033533269693545364,0.3753936335754562,6186.595701597204,9202.394359860577,135.47176426889882,12407.985471278307,-95.47644656046742
0.639316354765439,0.8143067431737517,0.02190064928666096,0.15386141398423522,5670.706760284488,9519.210550518925,152.43596130221235,-1252.2304019910716,82.9556584786628
0.3691409167832141,0.6991551195525582,0.04952505643489641,0.164354960607046,3724.626902442818,9576.19375177028,164.98323328663486,-4857.439037065336,-26.73765849785929
0.07322062933251766,0.5277120532026698,0.04355884298360169,0.31738154393976736,1609.978159906712,8865.395948993199,160.4223381994317,-5320.301382160349,-39.80826336386514
0.4053155283582603,0.11520043011523881,0.26901030855037567,0.31805288959283273,3985.4085788875495,8979.3692139941,159.16593709791846,5970.678676734644,-95.78323394546896
0.47561097997755636,0.10907296545067371,0.03341746057793146,0.7444167576680047,4544.332185263796,9099.29766312244,142.83371923614462,1263.830174104025,-1.4227681078800458
0.36389046164523225,0.1858571296606917,0.3704108664647465,0.4662072552544637,3714.48842165298,9528.755275671068,143.42203403225898,-2008.604523940136,17.828917180054006
0.4375670134273543,0.8149524023843904,0.23260265635076302,0.09949426282454424,4217.990183458909,9536.220340360012,158.74724344693192,1324.618408748136,146.07292572823172
0.14161032138225732,0.927666224322551,0.028244861484050428,0.4384580372397159,2137.044500753308,8986.089507523371,162.11989868121964,-5320.955894277699,26.171612559151043
0.5973326567997714,0.16963244148089254,0.21882448628536752,0.8350522372059554,5440.418126233329,10026.18322567742,145.89878966838202,8193.35569010997,-176.01183359893477
0.3508608356073664,0.42250726730338894,0.22436787934247798,0.5439143303537584,3638.713037092217,9382.350829394822,145.09695831417017,-4431.275673088172,58.71633002579
0.4220585330144619,0.7323767304381058,0.4781668341607647,0.05963528120460376,4103.775830606628,8991.746623341713,143.1945824445452,1280.051500303829,71.95021332453166
0.4372024059863296,0.18526072917712996,0.23598148806274905,0.713737380787989,4272.912982270176,9114.11323706689,131.26219948568703,272.2691607175202,-127.03772939019106
0.42576235772015975,0.4912110201843777,0.044403175537951665,0.03747763582612634,4104.116422436371,9747.94211746174,130.41466288570587,-205.6787154636204,71.04020022490471
0.02379319892749157,0.7735079476848674,0.33956704497126644,0.46727014802292666,1295.2565795361725,9062.00949889001,145.70024986904966,-7226.936312931159,65.54800188778097
0.5854647851270642,0.7480717830824691,0.5846814141582752,0.38017312131976433,5327.82574240178,9259.51381885654,160.53749803723812,10098.199559486637,-5.906156259433715
0.07506387522890995,0.7896314306471804,0.32372819985716406,0.8061583246909427,1712.1135583864002,8740.237327152186,174.55684970757727,-9176.412640648976,9.649952201560836
0.09437093955824438,0.4998947775343987,0.0521287741910036,0.39433976584985564,1771.8878185603712,8123.210842794622,167.24136173139615,347.1184822160289,-67.27547073697073
0.06364765443760004,0.6470314247811308,0.20765229336887903,0.3975042892522124,1562.5111528574798,7983.043067115615,160.72515536209866,-552.3688074921333,34.16442862798718
0.09944362078761301,0.19454836513330856,0.2456111881280351,0.34552099114047075,1792.636647680643,7087.896691962371,161.3036912409922,643.5696953676065,-105.0644111170246
0.46076706395513894,0.4619205860363612,0.21336562287929872,0.13257442234579905,4372.577765846323,7285.495262720756,162.2188497280459,6496.173786028133,62.08255610739181
0.611640681544618,0.4945962663051905,0.04214697357281104,0.4190746011100498,5494.819885566981,7626.341838515587,156.6977006139328,2712.5315506682678,7.587137312863717
0.10074811062791969,0.17562904053818737,0.9121729715289222,0.7466613519845012,1876.14838303146,7021.436285047113,156.47405739164276,-9185.25213191552,-74.06267047196076
0.881606741707397,0.6177529756049789,0.6979042762692329,0.7707711955275236,7509.741489925555,7840.991283141457,159.4123013202022,14038.92680016455,102.65907173339995
0.4275927409822336,0.14120392597704737,0.5874601398964192,0.123324893821569,4128.126596092765,8566.975729904842,144.7305031244058,-8162.6418262407315,-110.65241935577804
0.6359551419020775,0.1501186164893654,0.3520346653391626,0.5059369670393603,5674.491300814153,8657.751498355874,130.84631542187356,3746.112776363094,2.069948673208245
0.09083639873865107,0.35990358458539273,0.5963795347454266,0.704364450785936,1798.7421200110214,8686.10865472117,120.86823953054412,-9800.598761506317,48.711070313588905
0.8487813160849096,0.5751737624119773,0.7350166403918548,0.12117200527281305,7181.038978753271,10042.45045998508,122.6161817014192,13626.964971202146,49.98470988507454
0.06782642200016811,0.10197939935913033,0.5925251760142127,0.26936629519371624,1559.7856037622469,10049.963396333713,109.96033329823808,-14040.657496644912,-109.87347711257502
0.44236120628315695,0.8355102956365121,0.7667946937493653,0.33604386601470837,4301.548814640087,10666.48919109964,124.84316401220212,6733.698279540597,170.32238005442707
0.4068023682852728,0.5420991419773273,0.027921328671380596,0.11894213290991137,3981.171299647892,10569.466966826463,126.70487188933404,-639.306404362962,-68.12867226092945
0.0936342558962745,0.12844750741267028,0.16465698689218441,0.09458991486837301,1710.138718153103,9638.151873127794,118.20307211715836,-5630.397143586627,-96.04793918021218
0.06871371581275412,0.47357791537555927,0.2071558951286516,0.49793153118232336,1605.0494339377092,9580.55777017526,125.12130306753538,-448.0422244541983,80.13763675356617
0.08052308225163404,0.6991668770412169,0.2522546319431925,0.09264717653438156,1644.4958112916358,8140.302849721837,127.01169507862978,212.3186251556981,52.38068234057354
0.0762910180643363,0.4266074925429145,0.26977288576890485,0.7455598617531136,1694.0384979639566,7508.70335443316,133.63862994670637,-76.08757459328581,-63.28699078595585
0.06803532418351582,1.0,0.6701046846561765,0.7813068491967853,1677.386797051421,6487.649807481692,153.37247084394684,-148.4277402648172,133.13900896484708
0.03617335164246768,0.545494200647014,0.23447795336367408,0.08766763139742109,1317.22352239329,6389.37202885275,157.68179654567288,-572.8410782810438,-105.53408164155532
0.4975966679338473,0.5253998054090004,0.26902174186968913,0.057676494130679545,4631.351654680109,5757.98302033035,156.52606897311978,8295.85267226754,-4.665822857717245
0.736250672733082,0.9031285469013856,0.22055664273253223,0.7406108040577132,6460.232884627383,6959.73180737028,175.12837056402276,4290.720458978394,87.70681452198599
0.1611485269389195,0.18127140025849622,0.23890514384479694,0.14422627858439088,2207.1772918399315,6454.144231917064,159.93725504994285,-10339.66534539085,-167.61179099540212
0.06811651970620122,0.4295892499735724,0.0521831828760729,0.13116165199494864,1542.6700538106056,5845.226606215716,157.3248289499657,-1672.6069068442907,57.658221880099205
0.7111035795226519,0.7864077979221538,0.03440142863549113,0.5712448639779659,6244.925567351843,6955.364381571308,172.60235348636925,11560.15686698276,82.8515671835936
0.36043763922171607,0.14789047382102613,0.04240093860672763,0.6548750342702387,3705.4719469134543,7479.84994702296,165.04004622965778,-6304.564323493583,-148.26068117758365
