pressure,temperature,vibration,flow_rate,y
15533.8557302332,206.62493139699447,3.546256091962988,1261.6418372179353,6386.350846232417
10089.798277585918,78.4836326148213,0.45047190367990114,724.7116881229235,4124.7629142251435
10970.67771160217,77.4982437259038,4.4338669420324575,1022.1132856443278,4512.63286236353
8661.604538691401,77.8074042849487,4.60819077575558,388.09524782740743,3525.9251072799248
8687.594921034171,93.75084039390387,4.961772204335515,823.2471133728751,3583.5555061362406
4151.268055741853,179.9797089814241,0.42919446945234,391.6077659722705,1736.3077323944315
9629.436092708624,74.03632230338742,16.015867348029523,388.5741145327648,3929.462914019448
17379.356454048673,71.65255975822355,0.7529093103923619,662.7755075525517,7033.480008291958
4808.051860267625,73.4379234738881,13.97776643205685,760.2081027484679,2034.8957887247595
9679.614580992957,112.92086502085624,3.570359669207539,801.6901231993576,3979.954557225101
10101.766859612506,135.94578675686168,0.4110489578565901,694.3298676652919,4137.945461399689
17102.596735252086,145.44147334812817,4.222024264695484,586.9503578706331,6935.1550609545675
10995.077746388451,42.64366909483144,0.7363500719829186,1452.9205981933642,4552.956417301658
14829.724891174297,63.651120443981895,0.6954156939159937,665.9226090068552,6012.255565000076
9530.956702108397,73.95870271682936,11.576943588289335,817.4985877343953,3926.289695542598
3891.4409751407484,170.92720316236387,5.170203597939411,1220.183034719539,1720.5354395576353
3438.1534862888293,81.4254799728778,6.354543442742509,463.16897486074924,1447.395203160296
10740.53664817245,66.1030771816848,11.400477741156147,804.1363577698812,4406.94962709404
10591.085192110511,131.9305335009153,0.35355854054726765,922.9430499875684,4355.644826353965
9072.453399470873,61.93005376849983,3.2785633156330443,398.62376290770317,3686.1475918062692
3745.1592766763106,79.3684422835424,5.369513649561115,820.9313093664829,1604.084800538223
11897.582165674161,239.6328174036385,0.2396787756326209,750.9173006954621,4882.410677983388
10779.550079762712,53.40303701489971,0.4649285543580257,793.9695394217373,4402.594986081776
8520.44093676727,70.83462900595057,4.460445621078563,425.41302405489563,3471.575271345206
10877.949594891343,202.10803635834202,5.84267898872979,353.37228910562465,4435.702692621862
8600.917593846125,73.27986255597412,4.067033905632876,733.391985038534,3534.4627594119474
9805.195926675773,222.61526205069976,3.9966609627943432,833.3727748052481,4055.9336920051655
4701.29976853273,71.2388526518717,0.28867228926769817,657.6776816919482,1960.9684545465627
10245.843655877732,69.94283219451788,4.254410655837732,791.3745234526563,4197.84509711902
10500.846736855874,215.63998655752107,13.34341582708134,353.6383039603088,4298.845646190506
2791.9569170589493,235.5657954298395,12.771104415139058,738.7441102201778,1256.926993554274
15199.942388337256,140.0893488693721,0.4197568107107357,779.7124127235908,6186.5957015972035
13947.711986346183,223.0450073480349,0.20577227627432781,467.0430586199591,5670.706760284488
9090.272949280847,196.30734885017557,0.7139291399848107,481.85359250466814,3724.626902442818
3769.9715671205,156.49908548631046,0.6041793705375094,697.834469054436,1609.9781599067119
9740.650243855143,60.7158515408415,4.751407184208862,698.7820026101037,3985.4085788875495
11004.480417959168,59.29308343296145,0.41762647731883135,1300.5496167755741,4544.3321852637955
8995.875894019033,77.12200061301546,6.6166920828768605,907.8862579844815,3714.48842165298
10320.494302767167,223.19492634124714,4.081680653697637,390.30956103246524,4217.990183458909
4999.5384084894695,249.3665389003982,0.3224754133096198,868.7211645747648,2137.044500753308
13192.894098599441,73.35470530146344,3.8282282754970685,1428.4720332001282,5440.418126233329
8761.618425511268,132.07103532725344,3.9302001735761793,1017.5615956189431,3638.713037092217
10041.669925815095,204.0212486517851,8.598886100531802,334.05281399435097,4103.775830606628
10313.939086532615,76.98351926159404,4.1438349839808115,1257.2489132883934,4272.912982270176
10108.260371068995,148.02371948649875,0.6197110480299819,302.77963539428237,4104.116422436371
2881.3240581378377,213.57172137427975,6.049313405359287,909.3864189814235,1295.2565795361725
12979.523617624473,207.665565114846,10.55824452659785,786.4581553912559,5327.82574240178
3803.110976975497,217.31551731640684,5.7579544699516,1387.691324279926,1712.1135583864002
4150.229459191526,150.0400465794361,0.7618250836635599,806.4528794237817,1771.8878185603712
3597.8606516993927,184.20447520742331,3.6227134029878902,810.9192703175601,1562.5111528574798
4241.430347066999,79.14006409039868,4.320975371370482,737.5503297870742,1792.6366476806427
10737.604133095132,141.2226201977905,3.7278113183849584,436.99871591134195,4372.577765846323
13450.135683763401,148.8097575106542,0.5782077314754934,841.3634896227649,5494.819885566981
4264.883551847878,74.74708703869345,16.582521601291912,1303.7176248263154,1876.1483830314596
18303.810352012428,177.40615877209342,12.641003233486655,1337.746125159344,7509.741489925555
10141.168525771696,66.75373941631537,10.609359779447612,423.9439823165149,4128.126596092765
13887.28130213479,68.82368808952361,6.2786579422424165,963.960554289683,5674.491300814153
4086.6825406284743,117.53475840311252,10.773433950826039,1244.0200115277007,1798.7421200110214
17713.64751183062,167.51946828818706,13.32369309018599,420.90540728106987,7181.038978753271
3672.990015185706,57.64599117561204,10.702532199560986,630.0660115350045,1559.7856037622469
10406.688294726302,227.9683712300391,13.90825716217942,724.1743676028863,4301.548814640087
9767.38189036334,159.83969896910966,0.31652395818837453,417.758177714515,3981.171299647892
